premise,hypothesis,label
Too hooded figures walk through a thicket.,The thicket is a vegetation .,entailment
Too hooded figures walk through a thicket.,A someone is smoking in the thicket .,neutral
Too hooded figures walk through a thicket.,A person uses the thicket .,neutral
Too hooded figures walk through a thicket.,An acting is lost in the thicket .,contradiction
Too hooded figures walk through a thicket.,A person is tarred with the thicket .,contradiction
Too hooded figures walk through a thicket.,The thicket is righted .,contradiction
A mixed martial artist performing a sidekick,A person meets the sidekick .,neutral
A mixed martial artist performing a sidekick,The sidekick is convicted .,contradiction
A mixed martial artist performing a sidekick,A person uses the sidekick .,neutral
A mixed martial artist performing a sidekick,A person confers with the sidekick .,contradiction
A mixed martial artist performing a sidekick,The sidekick is a friend .,contradiction
A mixed martial artist performing a sidekick,A person there is the sidekick .,contradiction
All are dancing with full energy to the music sung by the singer.,The energy is an executive department .,contradiction
All are dancing with full energy to the music sung by the singer.,A person would be known as the energy .,neutral
All are dancing with full energy to the music sung by the singer.,A person loves the energy .,neutral
All are dancing with full energy to the music sung by the singer.,A bit overwhelmed by the energy .,contradiction
All are dancing with full energy to the music sung by the singer.,The energy urges .,contradiction
All are dancing with full energy to the music sung by the singer.,A person devotes the energy .,neutral
All are dancing with full energy to the music sung by the singer.,The energy is a force .,neutral
All are dancing with full energy to the music sung by the singer.,The energy is a physical phenomenon .,neutral
A man enjoys a distant rainbow sinking over the ocean.,A man shows the sinking .,contradiction
A man enjoys a distant rainbow sinking over the ocean.,The sinking is the second sea disaster .,contradiction
A man enjoys a distant rainbow sinking over the ocean.,A search misses in the sinking .,contradiction
A man enjoys a distant rainbow sinking over the ocean.,The sinking is likely .,neutral
A man enjoys a distant rainbow sinking over the ocean.,The sinking is a decrease .,contradiction
A man enjoys a distant rainbow sinking over the ocean.,The sinking is a descent .,neutral
A man enjoys a distant rainbow sinking over the ocean.,A father dies in the sinking .,contradiction
People enjoy relaxation and reading in this green and shady spot.,A party would call for the relaxation .,contradiction
People enjoy relaxation and reading in this green and shady spot.,A person encourages the relaxation .,neutral
People enjoy relaxation and reading in this green and shady spot.,The relaxation is an easing .,entailment
People enjoy relaxation and reading in this green and shady spot.,The relaxation continues to pick up .,neutral
People enjoy relaxation and reading in this green and shady spot.,A person shows the relaxation .,neutral
People enjoy relaxation and reading in this green and shady spot.,The relaxation is a weakening .,contradiction
People enjoy relaxation and reading in this green and shady spot.,The relaxation is mathematical process .,contradiction
People enjoy relaxation and reading in this green and shady spot.,The relaxation is an increase .,contradiction
People enjoy relaxation and reading in this green and shady spot.,The relaxation is accomplished .,contradiction
Two men are giving shoeshines in an outdoor setting.,The shoeshines are a shining .,contradiction
Two men are giving shoeshines in an outdoor setting.,The shoeshines stand in an atrium .,contradiction
Two men are giving shoeshines in an outdoor setting.,A person is proud of the shoeshines .,neutral
Two men are giving shoeshines in an outdoor setting.,The shoeshines stand at a station .,neutral
Two men are giving shoeshines in an outdoor setting.,A writer sets up the shoeshines .,neutral
Two men are giving shoeshines in an outdoor setting.,The shoeshines are a wobbly moment on a beam .,contradiction
Two men are giving shoeshines in an outdoor setting.,The shoeshines are a coating .,neutral
Nine black and brown pugs in harnesses playing on a grassy lawn.,The nine is a digit .,contradiction
Nine black and brown pugs in harnesses playing on a grassy lawn.,A person strikes out the nine .,contradiction
Nine black and brown pugs in harnesses playing on a grassy lawn.,The nine is arrested .,contradiction
Nine black and brown pugs in harnesses playing on a grassy lawn.,A person has to turn the nine .,contradiction
Nine black and brown pugs in harnesses playing on a grassy lawn.,A person has to put the nine .,contradiction
Nine black and brown pugs in harnesses playing on a grassy lawn.,A growth ranges to the nine .,contradiction
A man in an orange jumpsuit rests a hand on a very large reel of thick rope.,One is eligible for the reel .,contradiction
A man in an orange jumpsuit rests a hand on a very large reel of thick rope.,A person puts together the reel .,neutral
A man in an orange jumpsuit rests a hand on a very large reel of thick rope.,The reel consists of a pair .,contradiction
A man in an orange jumpsuit rests a hand on a very large reel of thick rope.,The reel is a film .,neutral
A man in an orange jumpsuit rests a hand on a very large reel of thick rope.,The reel is a winder .,neutral
A man in an orange jumpsuit rests a hand on a very large reel of thick rope.,The reel upends .,neutral
A man in an orange jumpsuit rests a hand on a very large reel of thick rope.,The reel is to be replaced at an inlet .,neutral
A box is in front of a likeness of a wizard on the street.,The likeness instructive .,contradiction
A box is in front of a likeness of a wizard on the street.,A person never play with the likeness .,contradiction
A box is in front of a likeness of a wizard on the street.,The likeness are a picture .,neutral
A box is in front of a likeness of a wizard on the street.,The likeness are a similarity .,entailment
A box is in front of a likeness of a wizard on the street.,A newspaper publishes the likeness .,neutral
A box is in front of a likeness of a wizard on the street.,The likeness are coincidental .,contradiction
A box is in front of a likeness of a wizard on the street.,A subject has the likeness .,contradiction
Three men in hats inspect a small outdoor recreation of a steam locomotive.,A scene is depicted in the recreation .,neutral
Three men in hats inspect a small outdoor recreation of a steam locomotive.,The recreation is a rejuvenation .,neutral
Three men in hats inspect a small outdoor recreation of a steam locomotive.,A few is allowed to stay behind the recreation .,contradiction
Three men in hats inspect a small outdoor recreation of a steam locomotive.,The recreation has a round .,contradiction
Three men in hats inspect a small outdoor recreation of a steam locomotive.,A person continues the recreation .,neutral
Three men in hats inspect a small outdoor recreation of a steam locomotive.,The recreation is an activity .,neutral
Three men in hats inspect a small outdoor recreation of a steam locomotive.,A following is a summary of the recreation .,contradiction
two children in a field of red poppies,The poppies are destroyed .,neutral
two children in a field of red poppies,The poppies kill fish .,contradiction
two children in a field of red poppies,The poppies lead to an idea .,neutral
two children in a field of red poppies,The poppies are a flower .,entailment
two children in a field of red poppies,The poppies manipulate a person .,contradiction
two children in a field of red poppies,A report says the poppies .,contradiction
Man at party receiving beer pillow gift.,The gift gives .,contradiction
Man at party receiving beer pillow gift.,The gift takes over .,contradiction
Man at party receiving beer pillow gift.,A person is committed the gift .,contradiction
Man at party receiving beer pillow gift.,The gift is an acquisition .,entailment
Man at party receiving beer pillow gift.,A person receives the gift .,entailment
Man at party receiving beer pillow gift.,A person has to have the gift .,neutral
Man at party receiving beer pillow gift.,The gift is a sharing .,neutral
Man at party receiving beer pillow gift.,The gift is a natural ability .,contradiction
People play beer pong.,A book causes the pong .,contradiction
People play beer pong.,A birth creates the pong .,contradiction
People play beer pong.,A case causes the pong .,contradiction
People play beer pong.,The pong prevents a thing .,contradiction
People play beer pong.,The pong is a malodor .,contradiction
People play beer pong.,Visitors get the pong .,contradiction
A young blond girl sitting on a bench with a red pram along side her.,The pram would mandolin .,contradiction
A young blond girl sitting on a bench with a red pram along side her.,The pram is a wheeled vehicle .,neutral
A young blond girl sitting on a bench with a red pram along side her.,The pram blocks aisles .,contradiction
A young blond girl sitting on a bench with a red pram along side her.,The pram is the ultimate .,contradiction
A young blond girl sitting on a bench with a red pram along side her.,The pram blows up .,neutral
A young blond girl sitting on a bench with a red pram along side her.,A soldier pushes the pram .,neutral
A businessman in gray slacks is standing at a food booth waiting to be served.,The businessman turns a politician .,contradiction
A businessman in gray slacks is standing at a food booth waiting to be served.,The businessman is a businessperson .,entailment
A businessman in gray slacks is standing at a food booth waiting to be served.,A cast a subversive take on the businessman .,contradiction
A businessman in gray slacks is standing at a food booth waiting to be served.,The businessman is sentenced to a death .,neutral
A businessman in gray slacks is standing at a food booth waiting to be served.,The businessman is taken into a custody .,neutral
A businessman in gray slacks is standing at a food booth waiting to be served.,The businessman builds a castle .,contradiction
Someone working on a project using a jigsaw cutting machine.,The jigsaw is placed under an arrest .,contradiction
Someone working on a project using a jigsaw cutting machine.,Police defuse the jigsaw .,contradiction
Someone working on a project using a jigsaw cutting machine.,A completion is the final piece of the jigsaw .,contradiction
Someone working on a project using a jigsaw cutting machine.,The jigsaw is a power saw .,entailment
Someone working on a project using a jigsaw cutting machine.,The jigsaw would mandolin .,contradiction
Someone working on a project using a jigsaw cutting machine.,The jigsaw is basic .,neutral
A young girl playing with two plastic and foam toy rockets.,The rockets lift off .,contradiction
A young girl playing with two plastic and foam toy rockets.,Gainers are led by the rockets .,contradiction
A young girl playing with two plastic and foam toy rockets.,A year watches the rockets .,contradiction
A young girl playing with two plastic and foam toy rockets.,The rockets are a vehicle .,entailment
A young girl playing with two plastic and foam toy rockets.,A craft will the rockets .,contradiction
A young girl playing with two plastic and foam toy rockets.,The rockets land in an area .,neutral
A young man of color is wearing black cleats with red socks while he kicks a yellow soccer ball around.,The cleats stick to a ground .,contradiction
A young man of color is wearing black cleats with red socks while he kicks a yellow soccer ball around.,A person sets up the cleats .,neutral
A young man of color is wearing black cleats with red socks while he kicks a yellow soccer ball around.,A person uses the cleats .,entailment
A young man of color is wearing black cleats with red socks while he kicks a yellow soccer ball around.,The cleats are a projection .,contradiction
A young man of color is wearing black cleats with red socks while he kicks a yellow soccer ball around.,The cleats are used to frame houses .,contradiction
A young man of color is wearing black cleats with red socks while he kicks a yellow soccer ball around.,The cleats are a fastener .,contradiction
A young man of color is wearing black cleats with red socks while he kicks a yellow soccer ball around.,The cleats are sounded .,contradiction
The little girl with the tiara is putting on eyeshadow in front of a mirror.,The eyeshadow is a makeup .,entailment
The little girl with the tiara is putting on eyeshadow in front of a mirror.,The eyeshadow is breasted augmentation .,contradiction
The little girl with the tiara is putting on eyeshadow in front of a mirror.,A person applies the eyeshadow .,neutral
The little girl with the tiara is putting on eyeshadow in front of a mirror.,The eyeshadow includes shades .,neutral
The little girl with the tiara is putting on eyeshadow in front of a mirror.,A couple arrests for the eyeshadow .,contradiction
The little girl with the tiara is putting on eyeshadow in front of a mirror.,The eyeshadow is luminescent .,neutral
"A fisherman cutting bait aboard his boat, which is moored at the dock, while pelicans swim nearby.",The bait is a iridescent gumdrop of a computer .,contradiction
"A fisherman cutting bait aboard his boat, which is moored at the dock, while pelicans swim nearby.",The bait would mandolin .,contradiction
"A fisherman cutting bait aboard his boat, which is moored at the dock, while pelicans swim nearby.",The bait is a device .,neutral
"A fisherman cutting bait aboard his boat, which is moored at the dock, while pelicans swim nearby.",The bait is five hot chick .,contradiction
"A fisherman cutting bait aboard his boat, which is moored at the dock, while pelicans swim nearby.",The bait is the size of a clot .,neutral
"A fisherman cutting bait aboard his boat, which is moored at the dock, while pelicans swim nearby.",The bait is a temptation .,neutral
"A fisherman cutting bait aboard his boat, which is moored at the dock, while pelicans swim nearby.",The bait is crude .,neutral
Three nordic trekkers on their way through a snowy path on a peaceful day.,A group expands in the nordic .,contradiction
Three nordic trekkers on their way through a snowy path on a peaceful day.,A rise enables the nordic .,contradiction
Three nordic trekkers on their way through a snowy path on a peaceful day.,The nordic walks .,neutral
Three nordic trekkers on their way through a snowy path on a peaceful day.,The nordic is in a val di fiemme .,contradiction
Three nordic trekkers on their way through a snowy path on a peaceful day.,The nordic is idled .,contradiction
Three nordic trekkers on their way through a snowy path on a peaceful day.,The nordic is a germanic .,neutral
A girl in red short and a white T-shirt underground looking out of a hole.,People go about the underground .,neutral
A girl in red short and a white T-shirt underground looking out of a hole.,The underground is a railway .,neutral
A girl in red short and a white T-shirt underground looking out of a hole.,The underground broadcasts in a room .,contradiction
A girl in red short and a white T-shirt underground looking out of a hole.,The underground wins a championship .,contradiction
A girl in red short and a white T-shirt underground looking out of a hole.,Rescuers scramble to understand the underground .,contradiction
A girl in red short and a white T-shirt underground looking out of a hole.,The underground is a revolutionary group .,neutral
A girl in red short and a white T-shirt underground looking out of a hole.,A leader is believed to live the underground .,contradiction
Bicyclist walks bike down a tunnel that does n't allow cycling.,A person fits to take the cycling .,contradiction
Bicyclist walks bike down a tunnel that does n't allow cycling.,A following is a summary of the cycling .,neutral
Bicyclist walks bike down a tunnel that does n't allow cycling.,A person is barred from the cycling .,neutral
Bicyclist walks bike down a tunnel that does n't allow cycling.,A person creates the cycling .,contradiction
Bicyclist walks bike down a tunnel that does n't allow cycling.,The cycling remains subdue .,contradiction
Bicyclist walks bike down a tunnel that does n't allow cycling.,The cycling is a sport .,neutral
A chef is preparing some skewers with some sort of meat on it.,The skewers call a stent .,contradiction
A chef is preparing some skewers with some sort of meat on it.,A person uses the skewers .,entailment
A chef is preparing some skewers with some sort of meat on it.,The skewers work for a recipe .,neutral
A chef is preparing some skewers with some sort of meat on it.,The skewers are thrust into anus .,contradiction
A chef is preparing some skewers with some sort of meat on it.,The skewers add to an attraction .,contradiction
A chef is preparing some skewers with some sort of meat on it.,The skewers are a pin .,neutral
A man collecting driftwood along side a body of water.,The driftwood may a inch .,contradiction
A man collecting driftwood along side a body of water.,A person figures the driftwood .,contradiction
A man collecting driftwood along side a body of water.,The driftwood can a particle .,contradiction
A man collecting driftwood along side a body of water.,The driftwood gets by a year .,contradiction
A man collecting driftwood along side a body of water.,The driftwood contracts .,contradiction
The white dog is drinking mountain dew in the snow.,A person expects the dew .,contradiction
The white dog is drinking mountain dew in the snow.,Doubts evaporate as the dew .,contradiction
The white dog is drinking mountain dew in the snow.,The dew comes around a pm .,contradiction
The white dog is drinking mountain dew in the snow.,The dew comes into a play .,contradiction
The white dog is drinking mountain dew in the snow.,The dew has an impact .,contradiction
"A man controlling a dog sled approaches another dog sled team in a narrow, snowy passageway between two sets of trees.",Everything begins to look like the passageway .,neutral
"A man controlling a dog sled approaches another dog sled team in a narrow, snowy passageway between two sets of trees.",The passageway is a structure .,neutral
"A man controlling a dog sled approaches another dog sled team in a narrow, snowy passageway between two sets of trees.",The passageway is hammered down .,neutral
"A man controlling a dog sled approaches another dog sled team in a narrow, snowy passageway between two sets of trees.",The passageway is a passage .,entailment
"A man controlling a dog sled approaches another dog sled team in a narrow, snowy passageway between two sets of trees.",The passageway is covered .,neutral
"A man controlling a dog sled approaches another dog sled team in a narrow, snowy passageway between two sets of trees.",A president puts the passageway .,contradiction
"A man controlling a dog sled approaches another dog sled team in a narrow, snowy passageway between two sets of trees.",The passageway is opened .,neutral
An Asian band screaming at the top of their lungs and using drums.,A smoker suffers the lungs .,contradiction
An Asian band screaming at the top of their lungs and using drums.,A signal comes from the lungs .,neutral
An Asian band screaming at the top of their lungs and using drums.,The lungs collapse .,neutral
An Asian band screaming at the top of their lungs and using drums.,A person trusts the lungs .,neutral
An Asian band screaming at the top of their lungs and using drums.,The lungs are a respiratory organ .,entailment
An Asian band screaming at the top of their lungs and using drums.,A person uses the lungs .,neutral
A woman wearing a vibrant pink overcoat and a black dress.,The overcoat seems to hang from a frame .,neutral
A woman wearing a vibrant pink overcoat and a black dress.,The overcoat is able to kill up to a percent .,contradiction
A woman wearing a vibrant pink overcoat and a black dress.,The overcoat is a coat .,entailment
A woman wearing a vibrant pink overcoat and a black dress.,The overcoat is tested .,neutral
A woman wearing a vibrant pink overcoat and a black dress.,The overcoat holds everything .,neutral
A woman wearing a vibrant pink overcoat and a black dress.,The overcoat is a coating .,neutral
A woman wearing a vibrant pink overcoat and a black dress.,A look begins to oust the overcoat .,contradiction
"A group of young people sit together on the stairs, some talking and some listening.",The listening is a sensing .,entailment
"A group of young people sit together on the stairs, some talking and some listening.",A decency demands the listening .,contradiction
"A group of young people sit together on the stairs, some talking and some listening.",The listening later .,contradiction
"A group of young people sit together on the stairs, some talking and some listening.",The listening why .,contradiction
"A group of young people sit together on the stairs, some talking and some listening.",A come is a sensitive device for the listening .,contradiction
"A group of young people sit together on the stairs, some talking and some listening.",The listening requires responsiveness .,neutral
Four teenagers having a blast in a basement playing the video game Rock Band.,A person obtains the blast .,contradiction
Four teenagers having a blast in a basement playing the video game Rock Band.,A person draws the blast .,contradiction
Four teenagers having a blast in a basement playing the video game Rock Band.,The blast about to take a place .,neutral
Four teenagers having a blast in a basement playing the video game Rock Band.,The blast is an experience .,neutral
Four teenagers having a blast in a basement playing the video game Rock Band.,A person becomes a darn good broadcaster in the blast .,contradiction
Four teenagers having a blast in a basement playing the video game Rock Band.,The blast is a fly .,contradiction
Four teenagers having a blast in a basement playing the video game Rock Band.,One is hurt in the blast .,neutral
a man teaching a class about folic acid,The acid is chlorine .,contradiction
a man teaching a class about folic acid,The acid is harmful .,neutral
a man teaching a class about folic acid,The acid is a compound .,entailment
a man teaching a class about folic acid,A train carries the acid .,neutral
a man teaching a class about folic acid,The acid is a b vitamin .,neutral
a man teaching a class about folic acid,The acid tries to remember .,contradiction
Civilians and military personnel gather outside a building.,The civilians are a citizen .,entailment
Civilians and military personnel gather outside a building.,The civilians are among those .,entailment
Civilians and military personnel gather outside a building.,A blast kills the civilians .,neutral
Civilians and military personnel gather outside a building.,The civilians are accused .,neutral
Civilians and military personnel gather outside a building.,A person feels like the civilians .,neutral
Civilians and military personnel gather outside a building.,The civilians are killed by a fire .,neutral
Drum kit cymbals sit under a microphone while a guitarist and some other people are in the background.,A person sings the cymbals .,contradiction
Drum kit cymbals sit under a microphone while a guitarist and some other people are in the background.,The cymbals are a percussion instrument .,entailment
Drum kit cymbals sit under a microphone while a guitarist and some other people are in the background.,A person detonates the cymbals .,neutral
Drum kit cymbals sit under a microphone while a guitarist and some other people are in the background.,The cymbals are a guitar .,contradiction
Drum kit cymbals sit under a microphone while a guitarist and some other people are in the background.,The cymbals become both an anthem .,contradiction
Drum kit cymbals sit under a microphone while a guitarist and some other people are in the background.,A person would try the cymbals .,neutral
"The terminal is nearly empty, only a few people are there getting to their destination.",A person comes up the empty .,contradiction
"The terminal is nearly empty, only a few people are there getting to their destination.",The empty is convenient .,contradiction
"The terminal is nearly empty, only a few people are there getting to their destination.",The empty bangs a loudest .,contradiction
"The terminal is nearly empty, only a few people are there getting to their destination.",A person opens the empty .,contradiction
"The terminal is nearly empty, only a few people are there getting to their destination.",Four is nestled in the empty .,contradiction
"At an intersection, a man is pushing a gurney loaded with boxes in front of a woman wearing brown boots.",The gurney is crude .,neutral
"At an intersection, a man is pushing a gurney loaded with boxes in front of a woman wearing brown boots.",The gurney is a stretcher .,entailment
"At an intersection, a man is pushing a gurney loaded with boxes in front of a woman wearing brown boots.",A person sits down on the gurney .,neutral
"At an intersection, a man is pushing a gurney loaded with boxes in front of a woman wearing brown boots.",The gurney is luminescent .,neutral
"At an intersection, a man is pushing a gurney loaded with boxes in front of a woman wearing brown boots.",The gurney is taken out of a tent .,neutral
"At an intersection, a man is pushing a gurney loaded with boxes in front of a woman wearing brown boots.",The gurney sits empty in a chamber .,neutral
"Two wrestlers are fighting, the wrestler in blue has the advantage.",The advantage is an asset .,entailment
"Two wrestlers are fighting, the wrestler in blue has the advantage.",A person holds the advantage .,entailment
"Two wrestlers are fighting, the wrestler in blue has the advantage.",The advantage disappears .,neutral
"Two wrestlers are fighting, the wrestler in blue has the advantage.",A team has the advantage .,neutral
"Two wrestlers are fighting, the wrestler in blue has the advantage.",A government takes the advantage .,contradiction
"Two wrestlers are fighting, the wrestler in blue has the advantage.",A person loses the advantage .,neutral
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons, while more balloons tied to the bannister behind him blow in the wind.",The bannister is complex .,neutral
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons, while more balloons tied to the bannister behind him blow in the wind.",The bannister is placed in a hallway .,neutral
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons, while more balloons tied to the bannister behind him blow in the wind.",The bannister is made of an oak .,neutral
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons, while more balloons tied to the bannister behind him blow in the wind.",A person manages to hang on to the bannister .,neutral
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons, while more balloons tied to the bannister behind him blow in the wind.",The bannister refers to an existence .,contradiction
"A man is sitting on a bannister on a pier holding a bunch of colorful balloons, while more balloons tied to the bannister behind him blow in the wind.",The bannister is a barrier .,neutral
A large class of graduates wearing robes and mortarboards is waiting for their diplomas.,The mortarboards are haven for a mold .,contradiction
A large class of graduates wearing robes and mortarboards is waiting for their diplomas.,Boxers are required to wear the mortarboards .,contradiction
A large class of graduates wearing robes and mortarboards is waiting for their diplomas.,The mortarboards fall off .,neutral
A large class of graduates wearing robes and mortarboards is waiting for their diplomas.,The mortarboards are a board .,neutral
A large class of graduates wearing robes and mortarboards is waiting for their diplomas.,A tool is plagued with the mortarboards .,contradiction
A large class of graduates wearing robes and mortarboards is waiting for their diplomas.,The mortarboards are a cap .,entailment
A large class of graduates wearing robes and mortarboards is waiting for their diplomas.,A city is used as the mortarboards .,contradiction
A group of restaurant workers and a large copper bowl.,A separation allows the copper .,contradiction
A group of restaurant workers and a large copper bowl.,The copper sees a face .,contradiction
A group of restaurant workers and a large copper bowl.,The copper dwarfs .,contradiction
A group of restaurant workers and a large copper bowl.,The copper settles up a cent .,contradiction
A group of restaurant workers and a large copper bowl.,The copper is slaughtered .,contradiction
A sanitation worker in bright yellow safety garb hauls bins down a sidewalk.,A person plays the hauls .,contradiction
A sanitation worker in bright yellow safety garb hauls bins down a sidewalk.,A person is in the race for the hauls .,contradiction
A sanitation worker in bright yellow safety garb hauls bins down a sidewalk.,The hauls are a pull .,neutral
A sanitation worker in bright yellow safety garb hauls bins down a sidewalk.,A person continues to be optimistic in the hauls .,contradiction
A sanitation worker in bright yellow safety garb hauls bins down a sidewalk.,Customs make the hauls .,contradiction
A sanitation worker in bright yellow safety garb hauls bins down a sidewalk.,A person is readied for the hauls .,neutral
"Men, wearing red traditional garb, appear to be taking part in a religious Buddhist tradition outside a temple.",The tradition alive .,contradiction
"Men, wearing red traditional garb, appear to be taking part in a religious Buddhist tradition outside a temple.",The tradition is a content .,neutral
"Men, wearing red traditional garb, appear to be taking part in a religious Buddhist tradition outside a temple.",A family has the tradition .,neutral
"Men, wearing red traditional garb, appear to be taking part in a religious Buddhist tradition outside a temple.",A person follows in the tradition .,neutral
"Men, wearing red traditional garb, appear to be taking part in a religious Buddhist tradition outside a temple.",A person breaks the tradition .,neutral
"Men, wearing red traditional garb, appear to be taking part in a religious Buddhist tradition outside a temple.",A person comes from the tradition .,neutral
Three men at the beach drink beer and use a metal detector.,The detector is a person vestibular system .,contradiction
Three men at the beach drink beer and use a metal detector.,The detector would mandolin .,contradiction
Three men at the beach drink beer and use a metal detector.,A modem stands for the detector .,contradiction
Three men at the beach drink beer and use a metal detector.,The detector is a device .,entailment
Three men at the beach drink beer and use a metal detector.,A system includes the detector .,neutral
Three men at the beach drink beer and use a metal detector.,The detector retires .,contradiction
A clown in colorful attire applies cosmetics.,The cosmetics attract tourists .,neutral
A clown in colorful attire applies cosmetics.,The cosmetics would guitar .,contradiction
A clown in colorful attire applies cosmetics.,A jelly is used as the cosmetics .,neutral
A clown in colorful attire applies cosmetics.,Critics call the cosmetics .,contradiction
A clown in colorful attire applies cosmetics.,The cosmetics are a toiletry .,neutral
A clown in colorful attire applies cosmetics.,A person dresses the cosmetics .,contradiction
"A man wearing a plaid shirt, gray vest, and brown tie takes orange punch from a silver punch bowel.",A person follows the bowel .,contradiction
"A man wearing a plaid shirt, gray vest, and brown tie takes orange punch from a silver punch bowel.",A person agrees at the bowel .,contradiction
"A man wearing a plaid shirt, gray vest, and brown tie takes orange punch from a silver punch bowel.",A bacterium attacks the bowel .,neutral
"A man wearing a plaid shirt, gray vest, and brown tie takes orange punch from a silver punch bowel.",A person feels in the bowel .,contradiction
"A man wearing a plaid shirt, gray vest, and brown tie takes orange punch from a silver punch bowel.",The bowel is an internal organ .,contradiction
"A man wearing a plaid shirt, gray vest, and brown tie takes orange punch from a silver punch bowel.",The bowel is capable .,contradiction
"A smiling, bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide.",The suicide is dramatic as one .,contradiction
"A smiling, bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide.",The suicide is a killing .,entailment
"A smiling, bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide.",A man commits the suicide .,neutral
"A smiling, bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide.",The suicide is in place .,neutral
"A smiling, bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide.",Authorities take the suicide .,contradiction
"A smiling, bare chested Oriental man wearing gray pants holds a sharp object against his chest in a disturbing portrayal of the last moments before he will commit suicide.",A detainee dies in the suicide .,neutral
Beach goers look at a heart left in the sky by a sky writer.,The writer witnesses .,contradiction
Beach goers look at a heart left in the sky by a sky writer.,A person happens to meet the writer .,neutral
Beach goers look at a heart left in the sky by a sky writer.,The writer is a communicator .,entailment
Beach goers look at a heart left in the sky by a sky writer.,A person works as the writer .,neutral
Beach goers look at a heart left in the sky by a sky writer.,The writer is unknown .,neutral
Beach goers look at a heart left in the sky by a sky writer.,The writer wins a prize .,neutral
A woman with curly brown hair and a blue skirt is reading a book with a purple cover on a concrete bench with other people around.,The cover is a strategy .,contradiction
A woman with curly brown hair and a blue skirt is reading a book with a purple cover on a concrete bench with other people around.,The cover is a protective covering .,entailment
A woman with curly brown hair and a blue skirt is reading a book with a purple cover on a concrete bench with other people around.,A person sleeps on the cover .,contradiction
A woman with curly brown hair and a blue skirt is reading a book with a purple cover on a concrete bench with other people around.,The cover a hood .,contradiction
A woman with curly brown hair and a blue skirt is reading a book with a purple cover on a concrete bench with other people around.,Prices rise on the cover .,contradiction
A woman with curly brown hair and a blue skirt is reading a book with a purple cover on a concrete bench with other people around.,The cover is a natural object .,neutral
A woman with curly brown hair and a blue skirt is reading a book with a purple cover on a concrete bench with other people around.,An ascent reflects the cover .,contradiction
A drummer is sitting behind a drum kit near to someone playing a guitar.,The kit is a gear .,neutral
A drummer is sitting behind a drum kit near to someone playing a guitar.,A company promotes the kit .,neutral
A drummer is sitting behind a drum kit near to someone playing a guitar.,A person buys the kit .,neutral
A drummer is sitting behind a drum kit near to someone playing a guitar.,The kit includes a stiff .,contradiction
A drummer is sitting behind a drum kit near to someone playing a guitar.,A craft will the kit .,contradiction
A drummer is sitting behind a drum kit near to someone playing a guitar.,The kit is a case .,contradiction
A drummer is sitting behind a drum kit near to someone playing a guitar.,Divers find the kit .,neutral
A grocery store checkout where a checker is counting out change.,The checker cleans up a work .,contradiction
A grocery store checkout where a checker is counting out change.,The checker dies .,neutral
A grocery store checkout where a checker is counting out change.,The checker explains to boss .,contradiction
A grocery store checkout where a checker is counting out change.,The checker is an attendant .,entailment
A grocery store checkout where a checker is counting out change.,The checker survives .,neutral
A grocery store checkout where a checker is counting out change.,The checker is contaminated .,neutral
A grocery store checkout where a checker is counting out change.,The checker is a man .,neutral
"An Asian man wearing a graphic T-shirt that says ""Music is the weapon of the future"" and an Asian woman in a gray hoodie with hoop earrings sit on a bench and eat a meal of noodles and shrimp from styrofoam plates",The weapon is never find .,contradiction
"An Asian man wearing a graphic T-shirt that says ""Music is the weapon of the future"" and an Asian woman in a gray hoodie with hoop earrings sit on a bench and eat a meal of noodles and shrimp from styrofoam plates",A person signs the weapon .,contradiction
"An Asian man wearing a graphic T-shirt that says ""Music is the weapon of the future"" and an Asian woman in a gray hoodie with hoop earrings sit on a bench and eat a meal of noodles and shrimp from styrofoam plates",The weapon is confiscated .,contradiction
"An Asian man wearing a graphic T-shirt that says ""Music is the weapon of the future"" and an Asian woman in a gray hoodie with hoop earrings sit on a bench and eat a meal of noodles and shrimp from styrofoam plates",A person carries the weapon .,contradiction
"An Asian man wearing a graphic T-shirt that says ""Music is the weapon of the future"" and an Asian woman in a gray hoodie with hoop earrings sit on a bench and eat a meal of noodles and shrimp from styrofoam plates",A dna is recovered from the weapon .,contradiction
The economy is shacking and affecting China.,The economy is a frugality .,contradiction
The economy is shacking and affecting China.,The economy is an action .,contradiction
The economy is shacking and affecting China.,The economy is taken .,contradiction
The economy is shacking and affecting China.,A person expects the economy .,contradiction
The economy is shacking and affecting China.,The economy gives a sense .,neutral
The economy is shacking and affecting China.,The economy slows down .,neutral
The economy is shacking and affecting China.,The economy is the name of a game .,contradiction
